transaction_id,ngo_id,amount,days_since_donation,ngo_avg_verification_time,ngo_pending_ratio,is_round_number,hour_of_day,is_anomalous,reason
T00414,NGO002,20049.6,6.52,42.88,0.36,False,13,0,
T00415,NGO002,45682.08,7.47,45.84,0.28,False,12,0,
T00416,NGO002,10963.22,3.34,44.71,0.37,False,15,0,
T00417,NGO002,28401.85,0.02,50.83,0.3,False,15,0,
T00418,NGO002,65387.73,5.6,41.96,0.27,False,14,0,
T00419,NGO002,7372.52,10.29,45.41,0.3,False,14,0,
T00420,NGO002,14919.38,8.27,49.36,0.29,False,15,0,
T00421,NGO002,41556.03,5.96,47.17,0.3,False,13,0,
T00422,NGO002,19214.49,6.79,40.41,0.35,False,16,0,
T00423,NGO002,29223.09,7.54,44.76,0.31,False,12,0,
T00424,NGO003,23951.29,7.22,36.66,0.19,False,13,0,
T00425,NGO003,26318.72,8.66,33.01,0.23,False,15,0,
T00426,NGO003,14543.18,0.85,36.16,0.26,False,12,0,
T00427,NGO003,14371.8,10.36,31.29,0.25,False,11,0,
T00428,NGO003,42009.79,7.61,35.86,0.22,False,7,0,
T00429,NGO003,16547.06,0.12,35.26,0.21,False,11,1,Disbursed within hours of donation arriving
T00430,NGO003,36098.18,6.13,32.29,0.26,False,15,0,
T00431,NGO003,34464.2,5.28,40.91,0.17,False,15,0,
T00432,NGO003,10131.04,6.33,35.68,0.25,False,11,0,
T00433,NGO003,7613.0,10.35,32.6,0.21,False,14,0,
T00434,NGO003,13937.01,4.58,38.4,0.28,False,13,0,
T00435,NGO003,12327.38,0.22,34.67,0.23,False,11,0,
T00436,NGO003,5943.8,3.7,39.74,0.15,False,11,0,
T00437,NGO003,17225.65,9.36,33.28,0.26,False,6,0,
T00438,NGO003,22093.59,7.72,36.35,0.24,False,10,0,
T00439,NGO003,14183.53,4.99,32.61,0.22,False,10,0,
T00440,NGO003,9951.6,7.35,39.97,0.23,False,13,0,
T00441,NGO003,20123.26,8.37,39.77,0.22,False,11,0,
T00442,NGO003,9099.92,4.92,35.47,0.24,False,13,0,
T00443,NGO003,15428.55,8.17,35.34,0.24,False,13,0,
T00444,NGO003,12916.46,7.61,39.31,0.24,False,15,0,
T00445,NGO003,14123.48,7.09,37.21,0.24,False,15,0,
T00446,NGO003,29447.31,9.19,35.01,0.22,False,12,0,
T00447,NGO003,28978.37,15.37,34.22,0.27,False,12,0,
T00448,NGO003,16223.78,3.31,33.29,0.23,False,11,0,
T00449,NGO003,23506.0,7.39,36.39,0.23,False,15,0,
T00450,NGO003,3286.18,5.8,33.59,0.24,False,12,0,
T00451,NGO003,10028.59,10.37,33.95,0.23,False,14,0,
T00452,NGO003,14591.88,6.95,36.22,0.28,False,8,0,
T00453,NGO003,6546.82,11.46,38.92,0.31,False,17,0,
T00454,NGO003,8766.5,3.6,39.82,0.2,False,16,0,
T00455,NGO003,12473.87,3.93,31.52,0.29,False,14,0,
T00456,NGO003,20470.27,3.62,38.49,0.28,False,11,0,
T00457,NGO003,8180.96,7.06,38.41,0.24,False,14,0,
T00458,NGO003,23402.13,12.23,39.57,0.23,False,9,0,
T00459,NGO003,15600.85,7.63,40.2,0.3,False,16,0,
T00460,NGO003,24341.58,9.89,35.65,0.18,False,12,0,
T00461,NGO003,22873.04,7.59,36.35,0.23,False,14,0,
T00462,NGO003,23945.18,4.77,33.78,0.18,False,12,0,
T00463,NGO003,27974.58,7.07,34.24,0.27,False,13,0,
T00464,NGO003,7426.63,11.69,33.14,0.24,False,11,0,
T00465,NGO003,62768.14,2.47,32.08,0.2,False,12,0,
T00466,NGO003,15000.0,5.29,33.72,0.24,True,14,1,"Round-number amount, possible structuring"
T00467,NGO003,15206.8,7.98,30.35,0.75,False,13,1,NGO has unusually high pending/unverified disbursement ratio (75%)
T00468,NGO003,11713.8,1.94,33.65,0.25,False,13,0,
T00469,NGO003,19974.41,0.3,37.18,0.26,False,11,0,
T00470,NGO003,17464.95,9.57,38.82,0.25,False,12,0,
T00471,NGO003,48022.41,6.01,38.34,0.27,False,10,0,
T00472,NGO003,12494.97,2.38,36.43,0.22,False,18,0,
T00473,NGO003,13570.78,7.03,39.97,0.26,False,14,0,
T00474,NGO003,21053.22,3.06,44.49,0.2,False,12,0,
T00475,NGO003,20180.62,5.39,40.57,0.28,False,11,0,
T00476,NGO003,15018.52,3.58,304.53,0.26,False,13,1,Unusually slow bill verification for this NGO (305h)
T00477,NGO003,23068.91,3.59,37.99,0.21,False,13,0,
T00478,NGO003,25621.55,9.58,34.94,0.23,False,11,0,
T00479,NGO003,14570.84,3.76,34.77,0.19,False,11,0,
T00480,NGO003,13951.17,0.89,33.92,0.21,False,16,0,
T00481,NGO003,12481.94,4.94,32.99,0.19,False,11,0,
T00482,NGO003,18029.86,4.86,36.3,0.26,False,11,0,
T00483,NGO003,16037.88,3.45,37.02,0.18,False,11,0,
T00484,NGO003,19256.6,2.5,35.36,0.19,False,15,0,
T00485,NGO003,15610.05,3.5,38.05,0.22,False,12,0,
T00486,NGO003,11503.92,7.63,40.23,0.27,False,15,0,
T00487,NGO003,20263.74,0.22,34.47,0.26,False,12,0,
T00488,NGO003,7533.73,3.97,30.9,0.22,False,16,0,
T00489,NGO003,6392.44,3.23,39.99,0.22,False,12,0,
T00490,NGO003,13836.83,6.79,31.54,0.22,False,21,0,
T00491,NGO003,19198.62,1.45,39.74,0.2,False,13,0,
T00492,NGO003,8923.86,3.27,33.16,0.25,False,11,0,
T00493,NGO003,8886.83,6.66,38.96,0.22,False,10,0,
T00494,NGO003,14374.51,7.2,36.71,0.25,False,10,0,
T00495,NGO003,20429.48,5.08,32.79,0.21,False,14,0,
T00496,NGO003,32078.43,5.57,31.75,0.21,False,12,0,
T00497,NGO003,9749.01,4.0,36.18,0.23,False,6,0,
T00498,NGO003,5082.79,5.87,31.66,0.29,False,8,0,
T00499,NGO003,12216.76,10.17,34.15,0.24,False,13,0,
T00500,NGO003,5055.28,6.06,37.97,0.21,False,13,0,
T00501,NGO003,5186.1,70.2,34.44,0.24,False,12,1,Donation sat unspent for 70 days before disbursement
T00502,NGO003,12921.79,6.39,35.56,0.26,False,17,0,
T00503,NGO003,17231.93,4.07,31.84,0.25,False,16,0,
T00504,NGO003,18001.76,5.4,37.2,0.27,False,10,0,
T00505,NGO003,14246.79,4.59,30.28,0.21,False,9,0,
T00506,NGO003,10000.0,9.63,40.41,0.2,True,14,1,"Round-number amount, possible structuring"
T00507,NGO003,17828.23,13.6,37.34,0.22,False,11,0,
T00508,NGO003,5364.97,0.18,37.04,0.27,False,12,0,
T00509,NGO003,12891.52,3.54,35.36,0.24,False,8,0,
T00510,NGO003,14479.57,8.39,32.34,0.21,False,9,0,
T00511,NGO003,18870.66,8.18,32.92,0.22,False,11,0,
T00512,NGO003,13485.1,5.41,39.74,0.22,False,14,0,
T00513,NGO003,13213.18,8.86,32.89,0.26,False,11,0,
T00514,NGO003,13671.73,6.44,35.54,0.26,False,13,0,
T00515,NGO003,15817.99,2.09,36.35,0.21,False,15,0,
T00516,NGO003,34704.82,1.19,31.66,0.23,False,12,0,
T00517,NGO003,16928.4,9.23,33.08,0.28,False,14,0,
T00518,NGO003,17154.79,8.44,33.16,0.21,False,12,0,
T00519,NGO003,19484.15,5.33,37.4,0.26,False,15,0,
T00520,NGO003,19437.47,6.88,36.44,0.24,False,17,0,
T00521,NGO003,34629.85,4.93,33.58,0.22,False,8,0,
T00522,NGO003,17488.37,2.77,35.97,0.25,False,13,0,
T00523,NGO003,12473.79,7.26,35.55,0.21,False,13,0,
T00524,NGO003,13906.46,6.4,37.81,0.22,False,12,0,
T00525,NGO003,24656.48,8.09,32.69,0.21,False,12,0,
T00526,NGO003,10749.68,5.47,36.53,0.25,False,9,0,
T00527,NGO003,21945.14,5.37,33.98,0.25,False,13,0,
T00528,NGO003,6730.88,6.23,34.77,0.2,False,15,0,
T00529,NGO003,11495.9,0.43,40.09,0.22,False,19,0,
T00530,NGO003,47828.48,3.88,32.48,0.22,False,13,0,
T00531,NGO003,12822.51,4.39,40.86,0.24,False,12,0,
T00532,NGO003,11529.72,3.37,31.96,0.16,False,11,0,
T00533,NGO003,12380.97,5.21,34.65,0.23,False,11,0,
T00534,NGO003,34269.79,6.91,37.56,0.22,False,12,0,
T00535,NGO003,3415.51,6.06,36.22,0.18,False,14,0,
T00536,NGO003,13984.19,6.46,38.28,0.25,False,15,0,
T00537,NGO003,8815.3,3.78,36.66,0.22,False,12,0,
T00538,NGO003,33110.66,10.46,30.9,0.28,False,12,0,
T00539,NGO003,14794.03,1.91,30.0,0.21,False,12,0,
T00540,NGO003,27502.87,6.56,32.14,0.27,False,12,0,
T00541,NGO003,9038.2,9.85,33.92,0.2,False,12,0,
T00542,NGO003,15765.74,5.64,36.13,0.2,False,10,0,
T00543,NGO003,13181.19,1.83,33.23,0.26,False,15,0,
T00544,NGO003,9159.68,5.64,35.35,0.23,False,10,0,
T00545,NGO003,11993.83,7.15,31.1,0.23,False,12,0,
T00546,NGO003,10310.11,3.9,32.1,0.22,False,12,0,
T00547,NGO003,7383.37,8.57,32.51,0.2,False,15,0,
T00548,NGO003,19996.07,5.64,40.61,0.25,False,18,0,
T00549,NGO003,11294.23,3.13,35.6,0.26,False,10,0,
T00550,NGO003,32889.65,5.77,35.04,0.24,False,16,0,
T00551,NGO003,11580.69,8.23,31.51,0.2,False,15,0,
T00552,NGO003,19678.45,6.43,31.92,0.25,False,19,0,
T00553,NGO003,15831.55,4.6,32.2,0.23,False,11,0,
T00554,NGO003,9236.68,12.8,35.65,0.18,False,6,0,
T00555,NGO003,16398.98,12.31,34.94,0.23,False,7,0,
T00556,NGO003,12180.43,6.65,32.77,0.18,False,13,0,
T00557,NGO003,7533.48,5.89,38.84,0.25,False,14,0,
T00558,NGO003,33524.42,5.59,34.45,0.25,False,12,0,
T00559,NGO003,32250.3,9.93,37.59,0.19,False,11,0,
T00560,NGO003,14032.67,7.1,31.6,0.2,False,12,0,
T00561,NGO003,30000.0,7.43,35.12,0.27,True,15,1,"Round-number amount, possible structuring"
T00562,NGO003,29990.94,6.66,35.54,0.28,False,18,0,
T00563,NGO003,6517.66,9.18,34.79,0.26,False,14,0,
T00564,NGO003,10902.68,11.7,36.04,0.24,False,13,0,
T00565,NGO003,19974.08,6.44,32.66,0.21,False,16,0,
T00566,NGO003,35953.6,9.5,31.57,0.17,False,15,0,
T00567,NGO003,18532.76,7.94,34.66,0.21,False,15,0,
T00568,NGO003,24260.98,2.11,33.03,0.23,False,12,0,
T00569,NGO003,17047.84,7.66,32.72,0.23,False,6,0,
T00570,NGO003,26424.6,1.83,33.52,0.22,False,11,0,
T00571,NGO003,35603.25,1.46,39.14,0.24,False,9,0,
T00572,NGO003,9032.44,9.62,38.73,0.21,False,11,0,
T00573,NGO003,18382.3,2.92,38.61,0.26,False,14,0,
T00574,NGO003,19908.73,8.24,39.62,0.22,False,7,0,
T00575,NGO003,13375.71,7.25,35.14,0.2,False,16,0,
T00576,NGO003,58455.58,9.54,42.14,0.25,False,9,0,
T00577,NGO003,16296.05,4.23,32.03,0.26,False,15,0,
T00578,NGO003,6973.33,7.04,39.16,0.21,False,17,0,
T00579,NGO003,7698.62,5.55,36.81,0.29,False,15,0,
T00580,NGO003,14278.72,117.49,34.84,0.26,False,16,1,Donation sat unspent for 117 days before disbursement
T00581,NGO003,18246.56,7.49,32.37,0.19,False,17,0,
T00582,NGO003,18718.57,0.52,38.14,0.23,False,17,0,
T00583,NGO003,9529.15,5.99,34.9,0.26,False,17,0,
T00584,NGO003,36858.21,3.09,28.58,0.28,False,11,0,
T00585,NGO003,12259.26,4.52,35.85,0.18,False,10,0,
T00586,NGO003,12370.18,6.33,34.05,0.2,False,15,0,
T00587,NGO003,10688.03,5.22,34.32,0.8,False,13,1,NGO has unusually high pending/unverified disbursement ratio (80%)
T00588,NGO003,5867.13,1.27,32.9,0.23,False,12,0,
T00589,NGO003,10764.64,6.52,38.91,0.24,False,12,0,
T00590,NGO003,10329.93,7.47,37.01,0.24,False,12,0,
T00591,NGO003,22198.22,3.56,35.0,0.22,False,20,0,
T00592,NGO003,21861.0,5.33,41.45,0.21,False,11,0,
T00593,NGO003,8139.0,10.59,35.7,0.21,False,12,0,
T00594,NGO003,25440.42,4.18,35.07,0.24,False,14,0,
T00595,NGO003,30570.95,4.32,39.11,0.24,False,16,0,
T00596,NGO003,22371.16,7.57,35.01,0.3,False,15,0,
T00597,NGO003,29929.81,11.81,39.51,0.25,False,8,0,
T00598,NGO003,17548.96,5.67,32.89,0.22,False,11,0,
T00599,NGO003,12136.47,5.59,36.16,0.16,False,5,0,
T00600,NGO003,13544.28,6.06,31.79,0.28,False,18,0,
T00601,NGO003,22044.72,6.21,41.62,0.25,False,11,0,
T00602,NGO003,25630.33,5.73,35.06,0.23,False,9,0,
T00603,NGO003,19448.75,6.39,34.3,0.2,False,10,0,
T00604,NGO003,20000.0,9.46,39.46,0.22,True,5,1,"Round-number amount, possible structuring"
T00605,NGO003,17339.01,7.52,32.56,0.27,False,8,0,
T00606,NGO003,11951.71,7.49,33.7,0.25,False,18,0,
T00607,NGO003,9960.47,2.06,36.81,0.22,False,11,0,
T00608,NGO003,22642.96,6.97,35.12,0.25,False,11,0,
T00609,NGO003,12031.33,10.8,38.91,0.24,False,14,0,
T00610,NGO003,19055.32,3.61,36.58,0.27,False,6,0,
T00611,NGO003,17791.79,6.02,36.5,0.21,False,9,0,
T00612,NGO003,13960.31,4.25,31.78,0.23,False,19,0,
T00613,NGO003,30591.73,0.8,31.76,0.24,False,20,0,
T00614,NGO003,7730.92,8.04,32.87,0.23,False,12,0,
T00615,NGO003,6689.09,7.3,37.15,0.29,False,14,0,
T00616,NGO003,25730.6,2.67,35.2,0.22,False,8,0,
T00617,NGO003,5907.19,6.36,35.3,0.23,False,15,0,
T00618,NGO003,9901.95,7.92,35.67,0.82,False,9,1,NGO has unusually high pending/unverified disbursement ratio (82%)
T00619,NGO003,22441.8,1.53,35.19,0.23,False,15,0,
T00620,NGO003,18063.45,5.11,39.24,0.24,False,13,0,
T00621,NGO003,11911.9,3.63,33.42,0.21,False,14,0,
T00622,NGO003,5948.27,11.76,31.64,0.23,False,9,0,
T00623,NGO003,10987.86,1.31,39.32,0.27,False,12,0,
T00624,NGO003,28273.51,9.78,38.74,0.2,False,16,0,
T00625,NGO003,14014.53,7.35,33.88,0.22,False,13,0,
T00626,NGO003,30725.07,8.35,32.93,0.21,False,16,0,
T00627,NGO003,22199.73,6.56,38.32,0.21,False,15,0,
T00628,NGO003,29141.74,3.04,34.45,0.27,False,15,0,
T00629,NGO003,16518.1,1.62,33.24,0.18,False,16,0,
T00630,NGO003,24841.18,1.37,33.41,0.25,False,11,0,
T00631,NGO003,34125.07,3.92,30.78,0.2,False,12,0,
T00632,NGO003,10929.57,3.57,31.96,0.24,False,13,0,
T00633,NGO003,11959.25,7.27,36.3,0.24,False,9,0,
T00634,NGO003,32092.44,6.48,41.94,0.22,False,10,0,
T00635,NGO003,15200.83,7.02,38.91,0.26,False,15,0,
T00636,NGO003,12907.35,9.09,37.92,0.2,False,15,0,
T00637,NGO003,14587.93,11.42,34.25,0.26,False,14,0,
T00638,NGO003,13578.26,7.81,32.75,0.31,False,13,0,
T00639,NGO003,20097.4,7.13,33.53,0.24,False,14,0,
T00640,NGO003,27324.25,8.62,34.36,0.21,False,13,0,
T00641,NGO003,16983.52,6.56,31.15,0.26,False,15,0,
T00642,NGO003,10923.64,7.27,35.42,0.19,False,9,0,
T00643,NGO003,3650.97,8.83,35.35,0.26,False,9,0,
T00644,NGO003,16538.13,5.46,34.99,0.26,False,18,0,
T00645,NGO003,35228.33,4.85,36.84,0.22,False,10,0,
T00646,NGO003,44577.91,8.57,32.82,0.17,False,13,0,
T00647,NGO003,16292.94,6.06,34.62,0.25,False,8,0,
T00648,NGO003,13033.14,97.92,36.87,0.24,False,13,1,Donation sat unspent for 98 days before disbursement
T00649,NGO003,15581.04,5.85,37.9,0.26,False,15,0,
T00650,NGO003,10391.55,5.23,34.17,0.21,False,15,0,
T00651,NGO003,15498.15,3.54,37.91,0.27,False,13,0,
T00652,NGO003,17878.61,5.72,35.41,0.22,False,13,0,
T00653,NGO004,18705.08,1.12,24.32,0.33,False,8,0,
T00654,NGO004,12278.13,9.01,21.96,0.32,False,10,0,
T00655,NGO004,18572.99,2.02,21.48,0.3,False,15,0,
T00656,NGO004,13825.23,0.23,23.2,0.34,False,12,0,
T00657,NGO004,9834.77,4.52,22.3,0.35,False,10,0,
T00658,NGO004,19453.81,6.54,27.36,0.36,False,11,0,
T00659,NGO004,38693.49,6.21,21.54,0.32,False,10,0,
T00660,NGO004,7298.9,2.35,23.93,0.32,False,14,0,
T00661,NGO004,36142.53,6.05,25.82,0.39,False,13,0,
T00662,NGO004,8454.1,2.21,18.07,0.33,False,12,0,
T00663,NGO004,22170.49,5.6,24.66,0.33,False,16,0,
T00664,NGO004,11955.76,2.47,24.92,0.38,False,14,0,
T00665,NGO004,8207.74,2.68,19.25,0.39,False,13,0,
T00666,NGO004,8987.55,3.1,22.52,0.33,False,10,0,
T00667,NGO004,31282.94,11.02,20.5,0.39,False,11,0,
T00668,NGO004,21883.9,4.43,24.93,0.38,False,9,0,
T00669,NGO004,8861.98,9.44,23.88,0.33,False,23,1,Disbursement created at unusual hour (23:00)
T00670,NGO004,7624.3,5.98,22.81,0.33,False,10,0,
T00671,NGO004,23493.97,3.58,26.46,0.35,False,17,0,
T00672,NGO004,61563.2,2.71,19.02,0.32,False,16,0,
T00673,NGO004,22924.47,10.53,22.73,0.3,False,15,0,
T00674,NGO004,10321.79,0.47,20.78,0.34,False,14,0,
T00675,NGO004,23958.45,5.24,27.99,0.36,False,11,0,
T00676,NGO004,29342.1,4.82,26.46,0.39,False,15,0,
T00677,NGO004,13589.31,9.28,23.08,0.33,False,11,0,
T00678,NGO004,47429.21,9.98,19.23,0.36,False,10,0,
T00679,NGO004,11385.31,3.21,23.1,0.4,False,10,0,
T00680,NGO004,3929.91,11.57,24.13,0.34,False,8,0,
T00681,NGO004,24685.6,2.44,24.0,0.38,False,14,0,
T00682,NGO004,10978.08,8.66,25.74,0.35,False,14,0,
T00683,NGO004,11917.27,6.59,26.48,0.33,False,8,0,
T00684,NGO004,37348.57,4.76,26.19,0.36,False,14,0,
T00685,NGO004,8395.92,5.25,24.4,0.4,False,9,0,
T00686,NGO004,21726.85,5.72,22.74,0.38,False,13,0,
T00687,NGO004,22556.06,5.75,24.45,0.35,False,7,0,
T00688,NGO004,18148.19,4.18,24.54,0.36,False,7,0,
T00689,NGO004,8668.1,7.04,27.83,0.3,False,13,0,
T00690,NGO004,17469.99,7.7,20.3,0.39,False,17,0,
T00691,NGO004,5261.22,7.07,19.22,0.35,False,11,0,
T00692,NGO004,21564.04,11.77,21.13,0.3,False,11,0,
T00693,NGO004,22091.17,5.42,23.47,0.37,False,16,0,
T00694,NGO004,10174.63,0.23,22.49,0.63,False,14,1,NGO has unusually high pending/unverified disbursement ratio (63%)
T00695,NGO004,60774.25,7.13,23.15,0.3,False,10,0,
T00696,NGO004,15218.93,4.54,25.35,0.35,False,8,0,
T00697,NGO004,17413.77,3.98,26.99,0.34,False,11,0,
T00698,NGO004,6840.3,12.51,19.18,0.29,False,23,1,Disbursement created at unusual hour (23:00)
T00699,NGO004,18390.31,5.02,24.3,0.38,False,9,0,
T00700,NGO004,28208.15,2.55,14.94,0.32,False,15,0,
T00701,NGO004,26383.54,5.91,26.23,0.41,False,10,0,
T00702,NGO004,8295.13,8.1,31.9,0.34,False,14,0,
T00703,NGO004,18572.27,4.38,23.83,0.37,False,13,0,
T00704,NGO004,9361.66,8.89,22.74,0.37,False,13,0,
T00705,NGO004,13122.97,3.7,25.74,0.38,False,10,0,
T00706,NGO004,11887.35,1.39,23.02,0.33,False,13,0,
T00707,NGO004,8558.68,5.69,22.58,0.34,False,11,0,
T00708,NGO004,36653.58,9.93,22.78,0.37,False,13,0,
T00709,NGO004,14781.04,6.49,23.95,0.36,False,14,0,
T00710,NGO004,14827.18,9.7,20.36,0.36,False,11,0,
T00711,NGO004,14930.24,4.13,20.51,0.31,False,16,0,
T00712,NGO004,12441.22,5.4,24.15,0.38,False,10,0,
T00713,NGO004,8988.35,12.35,20.93,0.37,False,12,0,
T00714,NGO004,13680.03,4.64,20.33,0.33,False,12,0,
T00715,NGO004,41208.16,9.0,28.55,0.33,False,13,0,
T00716,NGO004,3860.8,9.21,27.27,0.78,False,11,1,NGO has unusually high pending/unverified disbursement ratio (78%)
T00717,NGO004,4944.48,4.46,28.81,0.35,False,15,0,
T00718,NGO004,15536.67,10.86,22.99,0.37,False,14,0,
T00719,NGO004,9672.34,5.46,22.51,0.36,False,11,0,
T00720,NGO004,27234.44,9.73,23.48,0.38,False,17,0,
T00721,NGO004,44644.12,6.34,26.88,0.33,False,12,0,
T00722,NGO004,14580.76,5.79,21.52,0.32,False,9,0,
T00723,NGO004,9078.16,6.18,23.79,0.36,False,12,0,
T00724,NGO004,16975.48,8.03,23.06,0.29,False,11,0,
T00725,NGO004,18742.69,3.32,27.63,0.36,False,15,0,
T00726,NGO004,16508.69,8.04,23.4,0.35,False,11,0,
T00727,NGO004,14620.55,0.88,24.43,0.34,False,14,0,
T00728,NGO004,26155.12,4.8,27.01,0.4,False,11,0,
T00729,NGO004,44485.58,5.29,19.07,0.33,False,16,0,
T00730,NGO004,11789.24,6.54,24.76,0.4,False,16,0,
T00731,NGO004,47127.19,7.05,21.07,0.37,False,14,0,
T00732,NGO004,13775.59,5.77,23.01,0.34,False,11,0,
T00733,NGO004,10264.66,7.16,24.39,0.36,False,12,0,
T00734,NGO004,14798.56,4.2,26.75,0.32,False,14,0,
T00735,NGO004,12017.47,4.76,22.03,0.33,False,16,0,
T00736,NGO004,16730.29,8.92,27.36,0.34,False,14,0,
T00737,NGO004,18378.98,7.73,20.52,0.34,False,14,0,
T00738,NGO004,6877.36,6.77,20.54,0.37,False,21,0,
T00739,NGO004,12502.39,8.77,21.82,0.32,False,12,0,
T00740,NGO004,12876.12,5.18,24.18,0.35,False,13,0,
T00741,NGO004,17099.72,10.78,120.76,0.39,False,16,1,Unusually slow bill verification for this NGO (121h)
T00742,NGO004,22598.12,5.76,16.27,0.35,False,12,0,
T00743,NGO004,10980.24,1.42,26.33,0.36,False,7,0,
T00744,NGO004,10821.25,3.73,24.51,0.35,False,10,0,
T00745,NGO004,21956.31,4.95,24.22,0.33,False,15,0,
T00746,NGO004,10513.26,6.01,22.73,0.34,False,16,0,
T00747,NGO004,29615.54,3.05,19.45,0.32,False,10,0,
T00748,NGO004,15090.77,4.33,21.47,0.33,False,15,0,
T00749,NGO004,14901.93,9.25,26.87,0.42,False,6,0,
T00750,NGO004,9814.71,6.39,18.33,0.32,False,14,0,
T00751,NGO004,12731.83,11.24,23.31,0.33,False,14,0,
T00752,NGO004,14680.57,4.65,23.91,0.4,False,7,0,
T00753,NGO004,8278.57,5.51,26.23,0.3,False,14,0,
T00754,NGO004,13837.02,4.41,23.24,0.39,False,12,0,
T00755,NGO004,11653.58,8.27,23.45,0.38,False,9,0,
T00756,NGO004,9929.99,6.57,20.77,0.44,False,8,0,
T00757,NGO004,20523.68,5.29,20.3,0.34,False,15,0,
T00758,NGO004,33459.62,2.13,25.13,0.37,False,12,0,
T00759,NGO004,31034.79,4.76,23.31,0.36,False,21,0,
T00760,NGO004,18911.99,5.33,24.18,0.3,False,5,0,
T00761,NGO004,40596.14,9.32,22.06,0.3,False,13,0,
T00762,NGO004,11635.35,14.89,26.68,0.37,False,10,0,
T00763,NGO004,7708.29,7.26,27.06,0.36,False,12,0,
T00764,NGO004,30539.83,8.02,22.97,0.37,False,12,0,
T00765,NGO004,28894.75,7.59,25.96,0.38,False,11,0,
T00766,NGO004,15042.48,3.87,24.35,0.35,False,14,0,
T00767,NGO004,16385.9,11.19,20.23,0.35,False,12,0,
T00768,NGO004,21869.02,2.41,27.16,0.37,False,8,0,
T00769,NGO004,17378.53,11.41,331.86,0.39,False,20,1,Unusually slow bill verification for this NGO (332h)
T00770,NGO004,25674.52,4.52,21.96,0.38,False,13,0,
T00771,NGO004,17199.83,4.22,21.84,0.38,False,1,1,Disbursement created at unusual hour (1:00)
T00772,NGO004,6375.64,8.12,21.95,0.38,False,16,0,
T00773,NGO004,8816.67,8.94,20.16,0.38,False,14,0,
T00774,NGO004,34454.53,0.43,23.98,0.38,False,8,0,
T00775,NGO004,29350.92,7.66,23.35,0.41,False,12,0,
T00776,NGO004,18425.75,4.57,293.94,0.37,False,15,1,Unusually slow bill verification for this NGO (294h)
T00777,NGO004,13524.65,5.97,21.43,0.33,False,10,0,
T00778,NGO004,25947.53,0.36,26.25,0.35,False,16,0,
T00779,NGO004,14953.93,9.76,25.11,0.34,False,14,0,
T00780,NGO004,8134.41,11.73,24.88,0.35,False,8,0,
T00781,NGO004,25821.71,0.48,30.65,0.43,False,12,0,
T00782,NGO004,9802.88,8.17,24.94,0.32,False,13,0,
T00783,NGO004,8104.57,4.11,22.67,0.31,False,9,0,
T00784,NGO004,16621.97,2.85,21.88,0.35,False,12,0,
T00785,NGO004,12595.59,4.95,22.45,0.36,False,14,0,
T00786,NGO004,13161.92,4.16,14.65,0.32,False,13,0,
T00787,NGO004,23166.05,1.99,26.64,0.34,False,11,0,
T00788,NGO004,9390.15,7.94,26.59,0.33,False,7,0,
T00789,NGO004,25599.86,6.47,28.65,0.32,False,12,0,
T00790,NGO004,15165.1,4.48,22.91,0.35,False,18,0,
T00791,NGO004,11411.02,7.86,22.22,0.34,False,8,0,
T00792,NGO004,6025.17,7.61,24.28,0.38,False,15,0,
T00793,NGO004,10495.11,2.82,21.26,0.35,False,13,0,
T00794,NGO004,16665.85,6.0,28.41,0.35,False,9,0,
T00795,NGO004,17220.91,4.99,22.27,0.37,False,15,0,
T00796,NGO004,14249.76,3.07,25.96,0.34,False,13,0,
T00797,NGO004,13168.38,0.82,20.37,0.33,False,15,0,
T00798,NGO004,19095.4,7.84,20.85,0.31,False,16,0,
T00799,NGO004,19557.62,6.42,20.53,0.41,False,3,1,Disbursement created at unusual hour (3:00)
T00800,NGO004,17418.77,11.0,22.22,0.37,False,11,0,
T00801,NGO004,11305.52,3.8,26.74,0.36,False,8,0,
T00802,NGO004,12129.34,4.21,29.3,0.3,False,12,0,
T00803,NGO004,5380.11,2.5,25.9,0.35,False,12,0,
T00804,NGO004,35030.12,5.3,31.37,0.34,False,8,0,
T00805,NGO004,14232.19,7.88,23.59,0.36,False,15,0,
T00806,NGO004,53381.03,3.6,22.71,0.32,False,19,0,
T00807,NGO004,11955.34,4.59,25.61,0.34,False,11,0,
T00808,NGO004,40779.86,2.3,26.33,0.32,False,13,0,
T00809,NGO004,21250.66,2.83,25.92,0.32,False,15,0,
T00810,NGO004,29977.67,2.48,21.09,0.37,False,16,0,
T00811,NGO004,10531.49,3.15,19.12,0.33,False,12,0,
T00812,NGO004,18651.85,5.12,24.27,0.36,False,11,0,
T00813,NGO004,17491.54,4.59,20.47,0.3,False,14,0,
T00814,NGO004,22424.02,5.63,25.22,0.34,False,17,0,
T00815,NGO004,11677.36,7.78,24.68,0.36,False,13,0,
T00816,NGO004,15981.05,6.38,19.92,0.4,False,15,0,
T00817,NGO004,24283.56,6.34,26.47,0.36,False,3,1,Disbursement created at unusual hour (3:00)
T00818,NGO004,13808.5,6.63,21.99,0.39,False,13,0,
T00819,NGO004,20408.36,3.11,23.86,0.34,False,9,0,
T00820,NGO004,19865.65,3.63,23.56,0.31,False,15,0,
T00821,NGO004,2966.63,6.39,21.79,0.36,False,18,0,
T00822,NGO004,49774.44,9.31,22.68,0.34,False,11,0,
